4.800371615360558564e-01 8.849878230265062484e-03 1.948780785947666280e-02 1.154438093693606338e-01 4.988637285876583449e-02 2.123730912477552607e-02 2.032861644293536968e-02 4.652378147625545884e-02 1.256947800607109145e-01 1.979528416773903773e-02 6.174899276585946173e-03 3.016843777369557569e-03 2.974477195222410397e-03 7.997933730043994480e-03 5.112258550916758994e-03 4.819161560987582534e-03 2.545678299551226275e-03 2.562334649516954943e-02 3.662453969018104449e-03 6.877405373525113247e-03 6.108573782288712062e-02 2.646913424962384076e-02 6.380195575685979059e-02 1.975110836488488258e-02 3.646620831519337830e-02 2.126047831135052454e-02 4.968164834627687015e-02 3.211590100630776906e-02 1.870152904727006085e-02 7.265032989951483028e-03 1.487152290646645211e-02 8.267997011290559653e-03 8.938162625162495920e-03 5.303341557627412606e-03 2.531603127781888174e-02 1.434302344925917141e-02 3.814066864557343062e-02 9.067274634317300241e-02 5.431359103372268571e-02 5.394433502914587619e-02 2.460435560886120240e-02 9.225619248124528049e-02 2.817447806786261416e-02 5.492524561380918852e-02 3.048079516315420692e-02 1.383760465790897544e-02 6.900573141924168374e-02 1.701648800225251043e-02 5.920148155767591264e-02 6.444308045743715394e-03 9.411603830660805053e-03 3.391259452085418780e-04 2.388160098130621967e-02 2.042666386244231663e-02 5.595269391088507349e-02 4.989203852639155501e-02 1.313362030331775843e-01 3.410053277904865482e-02 5.875873296927117823e-02 3.193534582972337981e-03 1.936370956490597595e-02
6.048362616987856821e-01 1.259400871325074348e-02 1.452576072945109369e-02 1.033955143793509474e-01 5.104888391670345249e-02 2.931837367827247118e-02 2.403918857449233865e-02 5.768615405319590939e-02 5.323327123779178494e-02 2.572479163113848208e-02 4.306228467297499793e-03 1.210364311810290493e-03 1.719924461700259683e-03 8.370479118224040047e-03 6.339124672031679238e-03 2.712763583764533654e-03 1.382714171139756611e-03 2.172616414128414331e-02 6.005985071822688565e-03 4.183700980699265118e-03 1.689778297975695620e-01 3.781929324457622421e-02 1.822769786188046248e-01 4.882105633237149300e-02 9.862172913507785688e-02 5.968966231289637298e-02 1.201658455482736976e-01 2.613816678831311011e-02 1.762572908890319007e-02 1.943951538555426656e-02 1.289301478923445161e-02 8.931961234173885558e-03 1.229178768988185323e-02 1.079145105403808182e-02 4.553373633184745750e-02 2.228991150772448998e-02 8.858026192789257569e-02 2.405207493368982652e-01 7.530597571072777940e-02 5.752272913750298283e-02 4.604028839951153362e-02 2.219569321459593791e-01 2.937266749168139859e-02 1.104068797661159201e-01 1.024836787411384648e-01 5.865637354903823625e-02 9.201209240073965345e-02 6.766410618231330498e-02 8.764942360546087996e-02 1.946315055003517216e-02 3.563067778740605651e-02 3.195135159506841318e-03 5.255611525535446027e-02 5.239567470327630844e-02 1.764066942011076888e-01 4.063171945464451318e-02 6.424745354419066079e-02 6.404899004282169073e-02 4.321030785740203467e-02 5.291909844456603625e-03 2.824878264520554877e-02
6.249800787834680627e-01 6.118933610129954903e-02 6.098886820281478570e-03 2.724943116764068710e-02 2.287941726468696590e-02 8.721847113762563886e-02 1.617233579159864029e-02 1.255245963289725597e-01 5.732924175601841060e-02 1.034498780197079526e-01 1.218355332765924583e-03 5.465783993253627016e-03 3.749029236040385665e-03 5.081654898192661425e-03 9.885882997312577056e-04 7.609415180484572182e-03 1.039962590288628485e-03 1.738080209054941594e-02 1.099312478497061797e-02 5.857911985082663378e-03 8.144725075716750806e-02 1.357756287103184870e-02 7.330471486685675997e-02 1.284223179246750564e-02 4.398484984478782250e-02 3.129878789424522106e-02 6.347584926040358844e-02 1.828644479134847178e-02 7.192211122411315029e-03 8.228274243785358918e-03 6.394196624711523391e-03 3.399772988711708115e-03 6.016685929083834955e-03 1.084552933135912202e-02 1.975063662760453975e-02 3.237192830361575874e-02 2.379037274296476323e-02 1.166114341409806021e-01 1.138098320202022944e-02 1.375593675781694968e-02 8.077644650845941521e-03 9.233833200472030267e-02 2.873003737500401736e-02 5.338204117571677260e-02 4.451362363913812653e-02 2.722905745919475262e-02 2.299659103851790440e-02 3.908426572528387460e-02 5.089774030658232584e-02 1.490086994550416863e-02 4.411362871478329006e-02 1.777215192263584568e-03 3.654625510404176797e-02 2.754788437244432356e-02 4.132337124344478974e-02 3.886396618438965611e-02 9.304003130514130679e-03 2.669620793027755248e-02 7.598777407118529129e-03 7.003731419045401045e-04 9.283154404345109537e-03
3.350478420551439851e-01 6.639591691489328713e-03 1.012033616063654114e-02 1.755067455390786069e-01 8.754385471079760561e-02 3.118573231731319034e-02 2.230438475639522425e-02 3.899635205928945331e-02 2.951037138909770596e-02 5.983567268999043925e-02 4.810802557458712311e-03 1.232948885670905959e-03 2.556568064979429771e-03 7.798430969717995431e-03 8.172631737321838430e-04 1.220924308226290162e-03 6.243584008301855453e-04 3.333217967409886351e-02 6.165909793855527989e-03 1.158601873834470700e-03 9.741612434232028994e-02 2.205577683252986018e-02 9.662591237030726532e-02 4.419491188987815199e-03 2.353486469018843674e-02 6.765433646192999667e-03 6.417574361076897049e-02 1.034479182872232589e-02 8.544224241547023271e-03 2.630859699557289415e-03 4.528143090733013215e-03 4.108749683972624279e-03 4.500639799510913926e-03 4.250736769449199419e-03 6.829615432820507551e-03 3.304931747260450667e-03 1.351819842990375879e-02 2.487105092660941430e-01 1.396092323415040193e-01 7.592209532260479898e-02 2.099286257396780764e-01 9.581297280630464430e-02 8.451880524239664683e-02 1.200113356780480867e-01 6.856164472028526691e-02 3.091959644293357928e-02 1.047078113199932936e-01 4.740719382196195708e-02 3.537883598488460873e-02 1.843711851295346676e-02 2.267836034559723296e-02 4.904384223986178694e-04 7.199406459337957809e-02 3.228748957521426072e-02 1.602837246736298626e-01 5.885297233747962403e-02 6.699589460577017042e-02 1.713363150227173448e-02 3.302235976936901407e-02 8.101813607937961501e-03 2.450712348459375273e-02
8.180462717812112539e-01 7.188870737060177631e-03 6.750378971693485677e-03 3.370667371804501877e-02 1.124987348444266531e-02 5.935501640685041796e-02 2.409334370867394909e-02 7.321953102461992158e-02 1.791158914165323079e-01 2.713283962832068949e-02 1.919906050286340066e-02 1.283002500448108402e-03 1.265129873406546342e-03 1.311304747730822617e-01 1.187616746815204575e-03 1.006316386997329650e-02 5.008116854772686616e-03 6.028276450370220751e-02 1.942423215118380554e-03 1.452383175746826127e-01 6.325667180534300105e-02 1.472704951381354453e-02 6.331752392669125207e-02 6.986645295737011797e-03 1.146090369892550399e-02 5.283506503444397595e-03 1.363552644161834283e-02 4.012190405022064178e-03 4.895062294177288803e-03 5.841751590402667789e-03 4.923496267968187866e-03 5.736039153262551156e-04 1.235612941308611001e-03 1.345804287230735474e-02 8.942604141620886724e-03 5.901296329191380204e-03 1.670460800217055466e-02 3.066861233447902291e-01 3.445844255546297308e-02 2.096223545071237981e-02 1.761785306688104166e-02 5.005169534405858739e-02 1.430136510482626043e-02 8.414565574495370959e-02 1.071533550483699387e-01 1.545133690143869407e-02 4.200036193094790204e-02 4.951945239552856676e-02 1.136402776653336333e-01 6.747868256210564665e-03 8.771047060589067315e-03 1.630110839101096972e-04 1.533185381405851103e-02 5.278853485650998600e-03 4.282541194176817806e-02 4.696789180572511629e-02 1.157601627024981185e-02 6.084878289112613352e-03 1.200685393184858750e-02 4.031969487405522024e-03 6.364666775422099521e-03
9.065969040415091662e-01 9.397648167605750225e-03 4.433808853624298003e-03 2.273606969775397030e-02 2.611883108849531385e-02 4.250941502478453732e-02 3.831934444600053336e-02 9.950760934326330354e-02 2.252827445938959672e-01 2.544627074623215246e-02 3.267066197512005082e-02 2.651247502349399297e-03 1.730836369877196716e-03 8.456851124008987752e-02 1.459672047514274165e-03 6.551215869912335732e-03 2.769177479585028211e-03 6.879243851711680513e-02 5.176599862549342325e-03 1.287953852879498984e-01 6.244046943352364598e-02 5.752358534378358007e-02 7.093427521395261059e-02 1.654971601214921817e-02 4.271028822256190544e-02 1.006300977050554775e-02 2.265175352650438192e-02 1.023411423303318205e-02 2.093042189642871104e-03 4.488049227052325757e-03 2.772980426886267630e-03 1.340370309773274973e-03 3.528788684260861230e-03 7.613878457676678813e-03 6.103667307681540956e-03 9.407181607015622365e-03 5.707811025872342597e-02 1.766047420660972755e-01 6.307458807173157989e-02 4.717512901445464896e-02 3.003697185800043024e-02 1.238605481335165320e-01 4.278293614106979531e-03 3.436229916363837955e-02 1.680949422618265021e-02 2.100381658143155115e-03 1.372884687758428035e-01 2.805020486360880038e-03 1.095566988305318734e-01 2.909527308354496744e-03 2.542279547136730607e-03 5.177966800682130616e-05 7.670982271191544716e-03 7.673314954854439096e-03 2.224593559299044634e-02 4.091475097035389419e-02 3.842110863171749324e-02 9.050752768642032417e-03 2.277340647727207207e-02 4.815656121864020367e-03 1.188068248860774459e-02
7.060063180085913714e-01 2.378665125893046715e-03 2.193679532657091640e-03 5.449893008530286645e-03 4.839200331170273595e-03 2.458955536941296455e-02 1.354313273225718657e-02 8.820202049028748326e-02 2.502795759429033984e-01 3.739705094382857285e-03 6.585549399987297844e-04 1.520820664574379399e-04 1.379524627221121694e-04 1.974026150080474343e-03 3.383477624359021376e-04 2.408444157046894893e-04 7.228956070951771454e-05 1.172673296952389272e-03 4.258045317697668427e-04 7.689023854048516061e-04 2.765354330964604479e-01 4.077165809625132309e-01 4.158056348776850708e-01 2.799282347270136140e-01 3.263267275093124087e-01 2.144780969087996259e-01 2.660032287837229559e-01 1.702950631852253802e-02 1.862037806610499294e-02 5.799784246909407692e-02 2.618823739462465550e-02 3.745695552252539806e-02 3.800558684484257183e-02 1.410366994721006483e-02 8.156069147838336530e-02 1.928013949641478250e-02 2.284297860543277325e-01 4.657101038018339745e-01 3.388898455352459121e-02 1.324653406126597710e-01 7.963098436420935899e-03 7.349580312735209953e-01 4.993405863721704641e-03 3.267846302070066128e-02 2.637791856219358355e-02 3.290570473749498438e-03 2.927144447384228201e-02 6.349863053098515897e-03 7.909199289550329637e-02 3.813400320411299699e-03 6.998734984147679528e-03 1.703113269098327303e-04 9.467694518009108287e-03 5.307991667327795204e-03 4.825724669501563202e-02 2.661849864084402800e-02 2.047827271642819191e-01 7.535170496915061071e-03 1.654971737751455979e-02 8.238290912992561220e-04 3.235227506723139385e-03
7.033023620924103714e-01 1.341316595330818533e-02 6.087058263457383739e-03 2.615152534084363989e-02 1.310553175971498029e-02 2.519156651301968780e-02 2.301426389129770586e-02 6.475758705097341139e-02 1.049754448249574784e-01 9.379531048015163006e-03 2.445935167719473502e-03 8.275958126916438872e-04 1.235233705513072737e-03 3.117700130360888475e-03 3.685110452050737026e-04 2.212836189806106305e-03 1.117883048784915198e-03 9.886212525219741087e-03 1.447238393350206353e-03 3.328024772606543585e-03 3.352246588414332651e-01 2.579775797019695505e-01 3.008748104151731662e-01 1.026676660286605508e-01 1.097908027176003748e-01 8.611276077441283594e-02 1.438280786103930953e-01 2.232040463331982222e-02 1.275024284535651066e-02 5.012675660344897283e-02 2.176040967560333855e-02 1.502270839616982358e-02 1.965918891974337973e-02 2.815853902820680474e-02 7.466165699203827777e-02 2.254348520174850878e-02 7.107656636754777768e-02 2.039942646131372161e-01 5.347487489573603953e-02 5.251321309891465033e-02 6.291363964950409844e-03 3.660573020957803569e-01 6.473190662523992459e-03 6.065779156155015617e-02 3.483313203704600791e-02 7.459629801301538750e-03 5.347503620363110860e-02 1.368162536132145474e-02 1.180727905630293700e-01 1.158750992544272350e-02 2.609066571499108270e-02 1.331193064901491563e-03 2.591739410334349333e-02 2.926856982375298025e-02 6.074871566677340212e-02 5.488901943090700175e-02 6.749280342898673901e-02 1.161075877768160715e-02 1.264473600823365004e-02 1.813438457278783531e-03 1.334482089683156243e-02
4.600414904201307054e-01 2.271686662737783247e-02 8.161669273636741606e-03 9.325130601852357759e-02 5.122652066049904196e-02 4.184887756641245821e-02 1.644325105742492840e-02 4.893435813739765300e-02 4.292407536892038633e-02 6.180461915041204901e-02 5.209895710601515975e-03 1.141201847491065064e-03 3.664572541091768235e-03 5.383363076745056007e-03 7.001036194225442781e-04 4.079855458916163170e-03 1.092754565670088496e-03 4.529446128681038908e-02 8.573773690417341165e-03 3.704367314211658505e-03 1.452731550336147648e-01 2.512497782434587254e-02 1.048952385057451281e-01 6.307855696773248706e-03 2.469654945441117008e-02 1.856657956929397280e-02 6.530841158453487560e-02 9.329482050630638623e-03 6.348543882579721874e-03 3.867375729904688926e-03 5.132968125291555682e-03 1.153267735254942137e-03 2.418556202192085215e-03 3.496311278878167731e-03 9.472017869546538182e-03 4.323535390558306060e-03 1.334155443677310753e-02 2.064498481729182822e-01 1.424640925757650889e-01 5.216340647589254309e-02 5.424672485942854533e-02 8.785166470412143769e-02 1.339980226905417848e-01 1.254413938837295461e-01 5.328958160392054111e-02 2.080236194725231663e-02 1.334749387174522239e-01 2.733002781709094678e-02 5.381755700898163686e-02 3.529365223291376641e-02 5.690274825007436005e-02 2.065273314836024721e-03 1.145161194100237090e-01 9.288707984428921927e-02 1.252427852505620387e-01 4.731742714720561099e-02 4.297993860801188615e-02 1.684737045534434249e-02 2.028222133829625171e-02 7.069325074284615353e-03 2.403421515658129767e-02
7.261599736448235420e-01 5.037999496344361047e-03 5.367802948621931518e-03 1.480090898249991627e-01 6.823614504563131622e-02 2.322302449540145433e-02 8.546016987723089112e-03 5.796970667992291937e-02 9.326001756273584464e-02 2.079645445943413898e-02 3.239752806593516193e-03 1.484340013623329578e-04 4.789715077353422332e-04 4.245783221459163877e-03 7.555209610727753756e-04 1.879863474704429474e-03 1.649883482076428898e-03 2.366561336290079649e-03 1.655306982491435482e-03 3.063627888030392901e-03 1.395347884795058724e-01 3.993459867245679334e-02 1.111927921111329903e-01 1.384300812693294025e-02 1.938331702750526950e-02 1.403963438308763328e-02 4.184026003016039913e-02 1.739394747980538974e-02 5.729542639899062352e-03 1.215348556356631894e-02 7.211685367969504490e-03 5.567257859573603203e-03 3.558521399439596670e-03 1.449377930455461073e-02 1.142587847970409631e-02 3.190915927778539135e-02 2.961770475870527386e-02 1.689147845785100022e-01 9.388529935280397198e-02 5.223927273194498011e-02 3.992332322892786639e-02 9.173269369026604281e-02 5.136733189411109290e-02 4.264296068918380783e-02 4.332814613437119267e-02 1.793190413056169885e-02 1.055833061239024873e-01 3.196013655443356166e-02 1.488528595601291138e-01 1.130486728483692457e-02 1.525986912384586641e-02 1.262820342395695565e-03 9.111976298073627689e-02 2.322623307888460956e-02 7.096466265339371193e-02 3.807371711405511949e-02 4.823597416879368827e-02 3.416000060756608364e-02 2.672119612281904227e-02 2.635227101653701137e-02 9.340868268894378379e-02
